'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2017-06','108',' 서교동 사거리','정기','F','~10대',1,37.63,0.51,2210,22
'2017-06','503',' 더샵스타시티 C동 앞','정기','F','~10대',13,1040.84,9.46,40840,313
'2017-06','504',' 신자초교입구교차로','정기','F','~10대',9,540.79,4.88,21010,295
'2017-06','505',' 자양사거리 광진아크로텔 앞','정기','F','~10대',5,437.3,4.23,18270,102
'2017-06','506',' 금호 어울림 아파트 앞','정기','F','~10대',4,270,2.58,11150,88
'2017-06','507',' 성수아이에스비즈타워 앞','정기','F','~10대',2,142.36,1.34,5790,37
'2017-06','509',' 이마트 버스정류소 옆','정기','F','~10대',8,1249.36,11.23,48400,333
'2017-06','510',' 서울숲 남문 버스정류소 옆','정기','F','~10대',2,114.28,1.22,5240,128
'2017-06','511',' 서울숲역 4번 출구 옆','정기','F','~10대',1,76.19,0.69,2960,21
'2017-06','512',' 뚝섬역 1번 출구 옆','정기','F','~10대',17,962.29,9.21,39700,378
'2017-06','109',' 제일빌딩 앞','정기','F','~10대',1,71.28,0.7,3000,16
'2017-06','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','~10대',3,93.26,1.09,4710,28
'2017-06','514',' 성수사거리 버스정류장 앞','정기','F','~10대',5,484.39,4.74,20430,166
'2017-06','516',' 광진메디칼 앞','정기','F','~10대',5,452.42,4.53,19580,153
'2017-06','300',' 정동사거리','정기','F','~10대',1,150.84,1.36,5860,59
'2017-06','301',' 경복궁역 7번출구 앞','정기','F','~10대',24,1295.78,11.11,47930,288
'2017-06','302',' 경복궁역 4번출구 뒤','정기','F','~10대',8,334.53,3.02,13040,111
'2017-06','115',' 사루비아 빌딩 앞','정기','F','~10대',1,72.18,0.68,2940,39
'2017-06','304',' 광화문역 2번출구 앞','정기','F','~10대',4,206.84,1.72,7450,157
'2017-06','305',' 종로구청 옆','정기','F','~10대',2,128.07,1.34,5790,43
'2017-06','306',' 광화문역 7번출구 앞','정기','F','~10대',5,304.73,2.94,12680,101
