'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2017-05','128',' 신촌역(2호선) 1번출구 옆','정기','F','~10대',8,656.38,6.53,28150,179
'2017-05','256',' 동아에코빌입구','정기','F','~10대',8,254.24,3.17,13660,99
'2017-05','258',' 신길역3번출구','정기','F','~10대',1,96.27,0.87,3740,37
'2017-05','259',' 대방역6번출구','정기','F','~10대',2,138.69,1.32,5690,39
'2017-05','129',' 신촌역(2호선) 6번출구 옆','정기','F','~10대',5,171.16,1.71,7370,60
'2017-05','703',' 오목교역 7번출구 앞','정기','F','~10대',1,19.96,0.19,840,5
'2017-05','710',' 서부화물트럭터미널 사거리','정기','F','~10대',13,246.56,3.01,12970,71
'2017-05','130',' 신촌역(2호선) 7번출구 앞','정기','F','~10대',10,393.88,3.68,15830,126
'2017-05','802',' 한강진역 2번 출구 앞','정기','F','~10대',1,146.49,1.51,6490,48
'2017-05','805',' 문배어린이공원 앞','정기','F','~10대',4,136.78,1.46,6280,54
'2017-05','806',' 전자랜드 본관 앞','정기','F','~10대',3,83.47,0.97,4160,66
'2017-05','131',' 증산2교','정기','F','~10대',2,143.27,0.93,4020,24
'2017-05','809',' 한남 유수지 복개주차장','정기','F','~10대',3,461.56,4.4,18960,131
'2017-05','811',' 녹사평역1번출구','정기','F','~10대',4,143.31,2,8640,113
'2017-05','813',' 삼각지역 3번출구','정기','F','~10대',3,226.23,2.54,10950,84
'2017-05','385',' 종각역 5번출구','정기','F','~10대',2,80.82,0.73,3140,29
'2017-05','387',' 훈련원공원주차장 앞','정기','F','~10대',1,69.24,0.62,2690,22
'2017-05','132',' 창천문화공원','정기','F','~10대',14,921.91,9.43,40660,327
'2017-05','182',' 망원2빗물펌프장 앞','정기','F','~10대',5,148.74,1.45,6260,68
'2017-05','185',' 마포 신수공원 앞','정기','F','~10대',19,1101.5,10.98,47290,237
'2017-05','186',' 월드컵공원','정기','F','~10대',8,534.08,5.72,24640,333
'2017-05','188',' 홍은동 정원여중 입구','정기','F','~10대',8,778.31,7.82,33720,233
'2017-05','178',' 증산3교 앞','정기','F','~10대',1,153.07,1.99,8590,38
'2017-05','133',' 해담는다리','정기','F','~10대',21,1694.03,13.41,57780,418
'2017-05','194',' 증산교 앞','정기','F','~10대',13,1378.38,15.61,67240,432
'2017-05','198',' 충정2교','정기','F','~10대',2,84.16,0.64,2760,69
'2017-05','557',' 도선동 주민센터 앞','정기','F','~10대',1,28.25,0.29,1230,8
'2017-05','558',' 성동광진 교육지원청 앞','정기','F','~10대',2,89.78,1.03,4450,39
'2017-05','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',13,1211.52,9.18,39590,273
'2017-05','560',' 비전교회 앞','정기','F','~10대',1,43.56,0.46,2000,12
'2017-05','561',' 서울숲역 2번출구 앞','정기','F','~10대',5,230.45,2.06,8870,63
'2017-05','562',' 군자지하보도 앞','정기','F','~10대',1,96.27,0.87,3740,34
'2017-05','564',' 금호역 3번출구','정기','F','~10대',1,53.86,0.39,1700,12
'2017-05','565',' 옥수역 3번출구','정기','F','~10대',1,88.65,1.24,5330,22
'2017-05','567',' 성수역 2번출구 앞','정기','F','~10대',2,28.75,0.28,1210,22
'2017-05','568',' 청계8가사거리 부근','정기','F','~10대',1,66.65,0.46,1980,13
'2017-05','135',' 명물길 원형무대 앞','정기','F','~10대',2,27.62,0.3,1290,9
'2017-05','579',' 마장역 4번출구','정기','F','~10대',1,127.31,1.49,6430,49
'2017-05','581',' 용답초등학교','정기','F','~10대',4,113.87,1.17,5070,129
'2017-05','583',' 청계천 생태교실 앞','정기','F','~10대',2,233.91,2.69,11610,68
'2017-05','554',' 아차산역 사거리','정기','F','~10대',6,80.99,0.97,4090,16
'2017-05','571',' 어린이대공원역6번출구','정기','F','~10대',16,727.54,6.9,29680,271
'2017-05','573',' 구의문주차장 앞','정기','F','~10대',26,1506.41,14.75,63620,1268
'2017-05','577',' 광진청소년수련관','정기','F','~10대',4,295.18,2.84,12250,164
'2017-05','621',' 동대문중학교 옆','정기','F','~10대',7,415.18,3.75,16130,235
'2017-05','622',' 전농사거리 교통섬','정기','F','~10대',18,1047.07,11.23,48480,442
'2017-05','623',' 서울시립대 정문 앞','정기','F','~10대',13,823.4,9.06,39010,311
'2017-05','626',' 군자교 서측 녹지대','정기','F','~10대',4,301.44,3.45,14890,88
'2017-05','627',' 장안동삼거리 교통섬','정기','F','~10대',12,1232.95,11.12,47900,326
'2017-05','628',' 휘봉고등학교 앞','정기','F','~10대',1,51.28,0.6,2590,18
'2017-05','630',' 동대문구 보건소','정기','F','~10대',2,65.64,0.59,2550,34
'2017-05','102',' 망원역 1번출구 앞','정기','F','~10대',5,588.04,5.59,24090,151
'2017-05','138',' 신촌동 제1공영주차장 앞','정기','F','~10대',1,17.38,0.18,770,7
'2017-05','633',' 청량리 기업은행 앞','정기','F','~10대',2,94.84,1.11,4790,38
'2017-05','634',' 외국어대 정문 앞','정기','F','~10대',2,204.34,2.4,10320,77
'2017-05','635',' 시조사 앞 (청량고정문 옆)','정기','F','~10대',1,23.76,0.28,1200,9
'2017-05','638',' 서울시립대 정보기술관','정기','F','~10대',2,96.05,1.04,4470,121
'2017-05','641',' 용두역 4번출구','정기','F','~10대',10,726.45,8.31,35800,197
'2017-05','642',' 신답역 사거리','정기','F','~10대',1,41.7,0.38,1620,13
'2017-05','230',' 영등포구청역 1번출구','정기','F','~10대',1,25.61,0.23,980,6
'2017-05','262',' 영문초등학교 사거리','정기','F','~10대',5,147.97,1.64,7050,58
'2017-05','263',' 근로자회관 사거리','정기','F','~10대',4,50.16,0.56,2390,49
'2017-05','265',' 영등포유통상가 사거리','정기','F','~10대',1,66.92,0.6,2600,17
'2017-05','141',' 연대 대운동장 옆','정기','F','~10대',3,176.06,1.81,7800,89
'2017-05','266',' 영등포청과시장 사거리','정기','F','~10대',2,55.35,0.5,2140,29
'2017-05','267',' 삼성화재 사옥 옆','정기','F','~10대',1,56.87,0.83,3590,21
'2017-05','268',' 그랜드컨벤션센터 앞','정기','F','~10대',2,55.08,0.5,2140,15
'2017-05','272',' 당산육갑문','정기','F','~10대',1,113.1,1.38,5950,47
'2017-05','139',' 연세대 정문 건너편','정기','F','~10대',2,69.3,0.72,3070,25
'2017-05','720',' 서울강월초등학교 앞','정기','F','~10대',26,637.54,7.82,33540,132
'2017-05','816',' 신용산역 6번출구 앞','정기','F','~10대',2,219.76,2.04,8820,63
'2017-05','817',' 삼각지역 4번출구 앞','정기','F','~10대',1,15.62,0.16,680,6
'2017-05','818',' 숙명여대 입구 교차로','정기','F','~10대',13,479.95,5.27,22750,188
'2017-05','819',' 선린인터넷 고등학교','정기','F','~10대',6,249.9,2.51,10820,98
'2017-05','820',' 청파동입구 교차로','정기','F','~10대',10,181.74,1.62,7060,48
'2017-05','822',' 이촌1동 마을공원','정기','F','~10대',1,181.76,2.13,9180,56
'2017-05','825',' 서빙고동 주민센터 앞','정기','F','~10대',8,1082.64,10.28,44310,314
'2017-05','199',' 서울 월드컵 경기장','정기','F','~10대',9,477.36,4.41,18990,172
'2017-05','388',' 동성중학교 앞','정기','F','~10대',3,29.9,0.35,1510,28
'2017-05','584',' 광진광장 교통섬','정기','F','~10대',15,570.73,5.78,24920,213
'2017-05','585',' 성수2가1동 공영주차장 인근','정기','F','~10대',4,288.26,2.87,12380,75
'2017-05','586',' 마장동 주민센터','정기','F','~10대',9,432.39,4.19,18070,136
'2017-05','901',' 응암1동사무소','정기','F','~10대',1,109.65,0.99,4260,24
'2017-05','905',' 구파발역 2번출구','정기','F','~10대',1,82.91,0.84,3610,24
'2017-05','906',' 연신내역 5번출구150M 아래','정기','F','~10대',14,743.67,7.07,30540,257
'2017-05','907',' CJ 드림시티','정기','F','~10대',9,445.89,4.41,18960,357
'2017-05','908',' 구산역 4번출구','정기','F','~10대',4,448.59,3.36,14460,112
'2017-05','911',' 은평평화공원(역촌역4번출구)','정기','F','~10대',15,1108.72,10.34,44560,338
'2017-05','912',' 응암오거리','정기','F','~10대',3,300.58,2.48,10670,76
'2017-05','913',' 이마트 은평점','정기','F','~10대',14,689.54,5.66,24500,293
'2017-05','914',' 새절역 2번출구','정기','F','~10대',9,694.55,5.47,23600,176
'2017-05','915',' 증산역 4번출구','정기','F','~10대',9,760.88,5.68,24530,203
'2017-05','916',' 평생학습관 앞','정기','F','~10대',17,668.41,6.66,28690,305
'2017-05','917',' 녹번역 4번출구','정기','F','~10대',1,63.44,0.62,2670,22
'2017-05','922',' 연신내역 4번출구','정기','F','~10대',10,724.35,7.31,31460,235
'2017-05','923',' 국민은행 연서지점','정기','F','~10대',5,327.39,3.55,15310,118
'2017-05','925',' 불광역 2번출구','정기','F','~10대',3,544.47,4.89,21070,109
'2017-05','926',' 불광역 8번출구','정기','F','~10대',8,565.52,4.58,19780,167
'2017-05','927',' 연신내역 3번출구 인근','정기','F','~10대',8,284.89,2.97,12830,119
'2017-05','928',' 은평역사한옥박물관','정기','F','~10대',1,84.75,0.86,3690,29
'2017-05','931',' 역촌파출소','정기','F','~10대',6,246.7,2.51,10780,114
'2017-05','932',' 예일여중','정기','F','~10대',44,2811.24,27.04,116710,844
'2017-05','933',' LG서비스 역촌점','정기','F','~10대',14,1894.27,16.18,69670,391
'2017-05','중랑정비팀test 1005','','정기','F','~10대',1,53.73,0.59,2560,17
'2017-05','1006',' 롯데캐슬 115동앞','정기','F','~10대',1,44.28,0.49,2110,12
'2017-05','1013',' 강동구청역 1번 출입구','정기','F','~10대',2,32.67,0.29,1250,4
'2017-05','103',' 망원역 2번출구 앞','정기','F','~10대',7,258.27,2.53,10870,66
'2017-05','1020',' 강동경찰서','정기','F','~10대',8,2130.53,19.68,84780,308
'2017-05','1114',' 서남물재생센터 버스정류장','정기','F','~10대',1,256.55,2.59,11170,51
'2017-05','1122',' 황금내근린공원','정기','F','~10대',1,274.67,2.68,11560,103
'2017-05','1131',' 꿈돌이공원 앞','정기','F','~10대',3,627.98,6.13,26430,171
'2017-05','1205',' 종합운동장역 4번출구','정기','F','~10대',1,19.8,0.23,1000,58
'2017-05','1313',' 정릉현대힐스테이트 1차 후문','정기','F','~10대',1,79.55,0.86,3720,31
'2017-05','1315',' 고려사대부속중고 정문','정기','F','~10대',1,134.36,1.21,5220,61
'2017-05','1316',' 고려사대부속중고 건너편 ','정기','F','~10대',1,172.72,1.56,6710,57
'2017-05','211',' 여의도역 4번출구 옆','정기','F','~10대',5,468.89,4.57,19680,95
'2017-05','1426',' 면목도시개발아파트 1동 앞','정기','F','~10대',3,149.86,1.95,8410,139
'2017-05','104',' 합정역 1번출구 앞','정기','F','~10대',1,0,0,0,78
'2017-05','1606',' 태릉입구역 3번출구 ','정기','F','~10대',1,81.56,1.11,4790,39
'2017-05','215',' 여의도고교 앞','정기','F','~10대',1,215.74,2.11,9080,55
'2017-05','216',' 삼부아파트1동 앞','정기','F','~10대',19,492.93,4.47,19150,180
'2017-05','221',' 여의도초교 앞','정기','F','~10대',1,134.62,1.21,5230,30
'2017-05','222',' 시범아파트버스정류장 옆','정기','F','~10대',18,405.92,3.67,15770,219
'2017-05','223',' 진주아파트상가 앞','정기','F','~10대',10,150.31,1.36,5840,41
'2017-05','105',' 합정역 5번출구 앞','정기','F','~10대',1,61.46,0.9,3880,27
'2017-05','224',' 롯데캐슬 앞','정기','F','~10대',9,227.24,2.53,10920,59
'2017-05','207',' 여의나루역 1번출구 앞','정기','F','~10대',6,636.03,6.15,26450,395
'2017-05','402',' 상암월드컵파크 9단지 앞','정기','F','~10대',1,21.62,0.21,910,5
'2017-05','403',' 부엉이공원 앞','정기','F','~10대',16,929.36,8.41,36260,279
'2017-05','106',' 합정역 7번출구 앞','정기','F','~10대',8,1300.85,13.24,57070,300
'2017-05','421',' 마포구청 앞','정기','F','~10대',3,286.7,2.68,11560,80
'2017-05','407',' 마포구 육아종합지원센터','정기','F','~10대',3,96.95,1.26,5440,41
'2017-05','408',' LG CNS앞','정기','F','~10대',5,229.29,1.93,8340,115
'2017-05','409',' 누리꿈스퀘어 옆','정기','F','~10대',2,212.19,1.89,8170,60
'2017-05','419',' 홈플러스 앞','정기','F','~10대',5,626.41,7.91,34130,166
'2017-05','410',' 상암중학교 옆','정기','F','~10대',1,0,0,0,15
'2017-05','418',' 월드컵경기장역 3번출구 옆','정기','F','~10대',8,921.64,10.6,45700,275
'2017-05','411',' DMC홍보관','정기','F','~10대',3,164.22,1.51,6480,53
'2017-05','412',' DMC산학협력연구센터 앞','정기','F','~10대',3,89.43,0.9,3870,27
'2017-05','413',' 상암월드컵파크 3단지 후문','정기','F','~10대',5,288.16,2.63,11370,64
'2017-05','417',' DMC역 2번출구 옆','정기','F','~10대',6,232.05,2.89,12430,96
'2017-05','414',' 상암동주민센터 옆','정기','F','~10대',3,37.76,0.35,1490,36
'2017-05','415',' DMC역 9번출구 앞','정기','F','~10대',1,20.12,0.18,770,7
'2017-05','416',' 상암월드컵파크 1단지 교차로','정기','F','~10대',2,82.86,1.08,4650,41
'2017-05','500',' 어린이대공원역 3번출구 앞','정기','F','~10대',26,1418.86,13.75,59320,431
'2017-05','501',' 광진구의회 앞','정기','F','~10대',3,175.39,1.62,6990,61
'2017-05','502',' 뚝섬유원지역 1번출구 앞','정기','F','~10대',17,1691.42,16.95,73010,507
'2017-05','108',' 서교동 사거리','정기','F','20대',200,13219.08,134.36,579130,4089
'2017-05','503',' 더샵스타시티 C동 앞','정기','F','20대',212,9144.83,94.92,409000,3063
'2017-05','504',' 신자초교입구교차로','정기','F','20대',175,9164.68,92.14,397510,2933
'2017-05','505',' 자양사거리 광진아크로텔 앞','정기','F','20대',307,17966.66,181.77,783370,6001
'2017-05','506',' 금호 어울림 아파트 앞','정기','F','20대',59,3780.4,36.39,156730,849
'2017-05','507',' 성수아이에스비즈타워 앞','정기','F','20대',109,6855.19,66.82,288180,1794
'2017-05','508',' 성수아카데미타워 앞','정기','F','20대',98,5230.63,50.66,218720,1583
'2017-05','509',' 이마트 버스정류소 옆','정기','F','20대',223,14437.4,138.91,598980,3611
'2017-05','510',' 서울숲 남문 버스정류소 옆','정기','F','20대',57,6508.03,65.91,284070,2090
'2017-05','511',' 서울숲역 4번 출구 옆','정기','F','20대',196,14735.17,151.95,654990,5305
'2017-05','512',' 뚝섬역 1번 출구 옆','정기','F','20대',239,19077.13,190.57,821670,5683
'2017-05','109',' 제일빌딩 앞','정기','F','20대',163,10420.93,108.76,468950,3868
'2017-05','400',' 상암한화오벨리스크 1차 앞','정기','F','20대',160,7107.91,74.17,319710,2369
'2017-05','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','20대',111,6646.24,64.76,279140,2160
'2017-05','514',' 성수사거리 버스정류장 앞','정기','F','20대',135,9111.72,93.71,403820,2740
'2017-05','515',' 광양중학교 앞','정기','F','20대',146,10998.97,113.11,487350,2683
'2017-05','516',' 광진메디칼 앞','정기','F','20대',186,10961.23,103.37,445610,2699
'2017-05','300',' 정동사거리','정기','F','20대',103,5344.13,51.48,221900,1642
'2017-05','301',' 경복궁역 7번출구 앞','정기','F','20대',117,5868.93,57.14,246360,2529
'2017-05','302',' 경복궁역 4번출구 뒤','정기','F','20대',239,11230.82,113.22,488050,5011
'2017-05','303',' 광화문역 1번출구 앞','정기','F','20대',182,8587.62,85.09,366780,3534
