'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2017-10','117',' 홍은사거리','정기','F','~10대',13,789.69,7.99,34440,358
'2017-10','354',' 포르투갈 대사관 앞','정기','F','~10대',10,255.76,2.25,9720,124
'2017-10','355',' 서울사대부속초교 앞','정기','F','~10대',9,282.42,2.99,12910,105
'2017-10','356',' KT혜화지사 앞','정기','F','~10대',12,272.52,3.13,13420,104
'2017-10','358',' 성대입구 사거리','정기','F','~10대',101,2771.7,26.69,114990,954
'2017-10','359',' 원남동사거리','정기','F','~10대',115,2413.68,23.68,102170,827
'2017-10','361',' 동묘앞역 1번출구 뒤','정기','F','~10대',10,313.29,2.64,11430,135
'2017-10','363',' 신설동역 11번출구 뒤','정기','F','~10대',16,580.74,5.96,25740,231
'2017-10','364',' 창신역 1번출구 앞','정기','F','~10대',1,33.86,0.4,1710,21
'2017-10','113',' 홍대입구역 2번출구 앞','정기','F','~10대',24,1331.54,13.19,56950,579
'2017-10','367',' 독립문역 3-1번출구 ','정기','F','~10대',6,533.7,5.13,22100,176
'2017-10','368',' SK 서린빌딩 앞','정기','F','~10대',1,17.38,0.13,570,3
'2017-10','369',' 광화문 시민열린마당','정기','F','~10대',1,22.22,0.24,1020,18
'2017-10','348',' 독립문역 사거리','정기','F','~10대',6,396.81,4.02,17360,172
'2017-10','370',' 시청역(2호선) 9번출구 뒤','정기','F','~10대',1,109.77,1.07,4620,41
'2017-10','371',' 동대입구역 6번출구 뒤','정기','F','~10대',14,662.17,6.2,26680,204
'2017-10','373',' 청구 어린이공원','정기','F','~10대',3,231.45,2.17,9370,151
'2017-10','374',' 청구역 2번출구 앞','정기','F','~10대',3,138.8,1.1,4710,39
'2017-10','375',' 다산 어린이공원','정기','F','~10대',3,114.54,1.03,4450,40
'2017-10','378',' 청계7가 사거리','정기','F','~10대',3,96.79,0.85,3630,36
'2017-10','379',' 서울역9번출구','정기','F','~10대',3,88.43,0.74,3190,31
'2017-10','380',' CJ제일제당 앞','정기','F','~10대',2,384.97,4.23,18220,102
'2017-10','381',' 장충체육관','정기','F','~10대',5,131.01,1.19,5090,41
'2017-10','382',' 약수역 10번출구 앞','정기','F','~10대',1,28.57,0.26,1110,6
'2017-10','383',' 신당역 12번 출구 뒤','정기','F','~10대',3,98.83,0.94,4070,49
'2017-10','384',' 종로학원본원 ','정기','F','~10대',13,170.6,1.55,6670,85
'2017-10','114',' 홍대입구역 8번출구 앞','정기','F','~10대',7,519.58,4.85,20860,207
'2017-10','142',' 아현역 4번출구 앞','정기','F','~10대',4,141.59,1.34,5770,50
'2017-10','143',' 공덕역 2번출구','정기','F','~10대',4,179.02,1.87,8060,54
'2017-10','144',' 공덕역 8번출구','정기','F','~10대',14,455.84,4.85,20930,177
'2017-10','145',' 공덕역 5번출구','정기','F','~10대',8,289.74,2.49,10730,86
'2017-10','146',' 마포역 1번출구 뒤','정기','F','~10대',6,1052.27,10.26,44240,341
'2017-10','147',' 마포역 4번출구 뒤','정기','F','~10대',6,274.11,2.61,11260,121
'2017-10','150',' 서강대역 2번출구 앞','정기','F','~10대',6,274.95,2.87,12330,87
'2017-10','151',' 망원1동주민센터','정기','F','~10대',1,0,0,0,0
'2017-10','152',' 마포구민체육센터 앞','정기','F','~10대',14,990.73,10.38,44740,412
'2017-10','119',' 서강나루 공원','정기','F','~10대',1,12.47,0.15,630,5
'2017-10','154',' 마포구청역 ','정기','F','~10대',8,397.82,3.81,16450,129
'2017-10','155',' 가좌역1 번출구 뒤','정기','F','~10대',1,36.04,0.32,1400,10
'2017-10','156',' 서울서부지방법원 앞','정기','F','~10대',8,335.63,2.79,12000,123
'2017-10','157',' 애오개역 4번출구 앞','정기','F','~10대',4,122.77,1.11,4770,27
'2017-10','158',' 독립문 어린이 공원','정기','F','~10대',8,1037.59,9.2,39700,200
'2017-10','159',' 이대역 4번 출구','정기','F','~10대',15,657.12,6.28,27120,232
'2017-10','160',' 북아현동 가구거리','정기','F','~10대',3,118.83,1.12,4840,67
'2017-10','162',' 봉원고가차도 밑','정기','F','~10대',3,111.65,1.08,4650,45
'2017-10','120',' 신수동 사거리','정기','F','~10대',5,213.77,2.2,9470,77
'2017-10','163',' 명지전문대학교 정문 앞','정기','F','~10대',5,159.59,1.44,6200,152
'2017-10','164',' 북가좌1동 주민센터 ','정기','F','~10대',6,614.87,5.82,25130,225
'2017-10','165',' 중앙근린공원','정기','F','~10대',6,170.25,1.83,7880,57
'2017-10','166',' 가재울 초등학교','정기','F','~10대',4,653.85,7.96,34300,215
'2017-10','168',' 남가좌동 사거리','정기','F','~10대',1,96.78,0.87,3760,21
'2017-10','169',' 북가좌 삼거리','정기','F','~10대',1,115.06,1.04,4470,32
'2017-10','170',' 가재울 뉴타운 주유소 옆','정기','F','~10대',14,1324.29,12.13,52280,494
'2017-10','171',' 임광빌딩 앞','정기','F','~10대',3,39.9,0.35,1550,44
'2017-10','121',' 마포소방서 앞','정기','F','~10대',4,342.14,4.01,17280,131
'2017-10','173',' 서대문역 8번출구 앞','정기','F','~10대',8,796.07,6.82,29370,163
'2017-10','175',' 홍연2교옆','정기','F','~10대',10,937.3,6.67,28750,214
'2017-10','180',' 충정로역 7번출구 뒤','정기','F','~10대',1,20.85,0.27,1170,10
'2017-10','518',' 청계천 박물관 앞','정기','F','~10대',6,466.97,4.53,19570,187
'2017-10','520',' 상왕십리역 4번 출구 앞','정기','F','~10대',2,176.77,1.72,7440,62
'2017-10','521',' 왕십리역 11번 출구 앞','정기','F','~10대',5,89.46,0.93,3990,46
'2017-10','122',' 신성기사식당 앞','정기','F','~10대',1,55.88,0.68,2940,25
'2017-10','524',' 래미안금호하이리버 아파트 102동 옆','정기','F','~10대',1,9.37,0.1,430,7
'2017-10','525',' 한양대병원사거리','정기','F','~10대',23,3566.25,36.42,157000,990
'2017-10','526',' 용답토속공원 앞','정기','F','~10대',1,108.88,0.98,4230,29
'2017-10','529',' 장한평역 8번 출구 앞','정기','F','~10대',7,268.91,2.88,12410,85
'2017-10','530',' 청계벽산아파트 앞','정기','F','~10대',2,120.58,1.22,5250,37
'2017-10','534',' 금호사거리','정기','F','~10대',3,223.66,2.36,10170,85
'2017-10','535',' 응봉삼거리','정기','F','~10대',2,397.68,3.6,15540,86
'2017-10','536',' 행당역 2번출구 앞','정기','F','~10대',9,170.94,2.04,8810,58
'2017-10','537',' 한양대후문역 부근','정기','F','~10대',6,497.18,4.61,19900,146
'2017-10','123',' 문화촌 공원','정기','F','~10대',6,474.44,5.32,22920,182
'2017-10','538',' 답십리역 8번출구 앞','정기','F','~10대',6,378.69,3.59,15470,129
'2017-10','550',' 서울시설공단 앞','정기','F','~10대',5,1445.06,14.34,61850,393
'2017-10','539',' 군자교교차로','정기','F','~10대',4,51.21,0.51,2230,17
'2017-10','540',' 군자역 7번출구 베스트샵 앞','정기','F','~10대',19,552.33,5.49,23520,155
'2017-10','542',' 강변역 4번출구 뒤','정기','F','~10대',4,322.94,3.01,12960,99
'2017-10','543',' 구의공원(테크노마트 앞)','정기','F','~10대',2,115.07,1.31,5660,37
'2017-10','544',' 광남중학교','정기','F','~10대',1,43.96,0.34,1480,21
'2017-10','546',' 잠실대교북단 교차로','정기','F','~10대',3,98.97,0.98,4210,87
'2017-10','548',' 자양나들목','정기','F','~10대',1,77.54,0.83,3560,36
'2017-10','549',' 아차산역 3번출구','정기','F','~10대',6,334.24,3.38,14570,156
'2017-10','124',' 서강대 정문 건너편','정기','F','~10대',3,55.24,0.64,2790,17
'2017-10','600',' 휘경2동 주민센터','정기','F','~10대',1,97.55,0.88,3790,19
'2017-10','602',' 장안동 사거리','정기','F','~10대',3,244.57,2.47,10600,107
'2017-10','604',' 답십리초등학교 옆 공원','정기','F','~10대',2,258.57,2.86,12320,81
'2017-10','605',' 신설동역8번출구','정기','F','~10대',11,319.02,3.22,13890,164
'2017-10','606',' 휘경공고앞','정기','F','~10대',1,82,0.94,4060,26
'2017-10','607',' 신이문역 2번출구','정기','F','~10대',24,956.52,9.99,43050,326
'2017-10','608',' 전농삼성아파트','정기','F','~10대',1,30.65,0.4,1720,13
'2017-10','125',' 서강대 남문 옆','정기','F','~10대',4,56.09,0.64,2770,28
'2017-10','610',' 동대문중 교차로','정기','F','~10대',2,110.4,1.36,5840,48
'2017-10','612',' 시립동부병원 앞 사거리','정기','F','~10대',6,177.07,1.78,7680,61
'2017-10','613',' 신설동역 10번출구 앞','정기','F','~10대',17,678.19,6.97,30040,275
'2017-10','614',' 용두동 사거리','정기','F','~10대',11,492.94,4.69,20240,181
'2017-10','616',' 서울시립대 앞','정기','F','~10대',14,156.05,1.77,7550,51
'2017-10','617',' 청솔우성아파트 앞','정기','F','~10대',5,165.07,1.75,7530,43
'2017-10','227',' 양평2나들목 보행통로 입구','정기','F','~10대',21,2313.27,20.86,89870,713
'2017-10','228',' 선유도역 3번출구 앞','정기','F','~10대',1,33.72,0.3,1310,9
'2017-10','126',' 서강대 후문 옆','정기','F','~10대',35,972.31,10.95,47270,347
'2017-10','231',' 남부고용노동지청 남측','정기','F','~10대',1,10.55,0.1,410,3
'2017-10','232',' 양평우림 이비즈센타 앞','정기','F','~10대',6,505.72,5.44,23450,128
'2017-10','234',' 영등포구민체육센터 앞','정기','F','~10대',3,392.16,4.01,17310,150
'2017-10','235',' 신길동 우리은행 옆','정기','F','~10대',1,96.58,1.09,4690,28
'2017-10','236',' 문래동자이아파트 앞','정기','F','~10대',1,18.05,0.23,970,8
'2017-10','237',' 보라매 두산위브 건너편','정기','F','~10대',1,39.2,0.46,1980,29
'2017-10','238',' 제2구민체육센타 앞','정기','F','~10대',2,88.04,0.8,3420,16
'2017-10','239',' 유스호스텔 앞','정기','F','~10대',9,543.86,5.28,22720,155
'2017-10','240',' 문래역 4번출구 앞','정기','F','~10대',2,31.73,0.33,1410,13
'2017-10','127',' 현대벤처빌 앞','정기','F','~10대',8,123.08,1.8,7770,36
'2017-10','242',' 신길선원가와인아파트 앞','정기','F','~10대',3,244.18,2.43,10460,84
'2017-10','243',' 이앤씨드림타워 앞','정기','F','~10대',4,82.31,0.8,3430,37
'2017-10','245',' 삼성생명 당산사옥 앞','정기','F','~10대',2,137.01,1.37,5870,61
'2017-10','247',' 당산역 10번출구 앞','정기','F','~10대',9,624.61,5.47,23560,222
'2017-10','248',' 초원아파트 앞','정기','F','~10대',2,301.14,3.45,14850,71
'2017-10','249',' 여의도중학교 옆','정기','F','~10대',2,220.97,2.59,11160,157
'2017-10','250',' 대림아파트 사거리','정기','F','~10대',2,58.65,0.63,2690,46
'2017-10','101',' (구)합정동 주민센터','정기','F','~10대',3,408.09,3.62,15590,115
'2017-10','128',' 신촌역(2호선) 1번출구 옆','정기','F','~10대',5,185.43,1.8,7700,72
'2017-10','252',' 보라매역4번출구','정기','F','~10대',16,635.88,6.88,29770,247
'2017-10','253',' 신풍역 5번출구 인근','정기','F','~10대',6,792.02,9.32,40200,315
'2017-10','256',' 동아에코빌입구','정기','F','~10대',7,265.7,3.06,13220,89
'2017-10','257',' 신길삼거리(우리은행)','정기','F','~10대',5,337.82,3.01,13040,107
'2017-10','258',' 신길역3번출구','정기','F','~10대',1,49.92,0.44,1910,12
'2017-10','259',' 대방역6번출구','정기','F','~10대',11,1703.4,16.19,69830,489
'2017-10','700',' KB국민은행 염창역 지점 앞','정기','F','~10대',7,1462.29,13.13,56610,418
'2017-10','701',' 목동사거리 부근','정기','F','~10대',2,77.43,0.79,3430,33
'2017-10','129',' 신촌역(2호선) 6번출구 옆','정기','F','~10대',6,280.92,3.4,14650,128
'2017-10','702',' 목4동주민센터 옆','정기','F','~10대',3,151.56,1.65,7090,43
'2017-10','703',' 오목교역 7번출구 앞','정기','F','~10대',4,321.97,4.07,17560,211
'2017-10','704',' 남부법원검찰청 교차로','정기','F','~10대',5,221.43,2.14,9250,68
'2017-10','706',' 신정네거리역','정기','F','~10대',10,751.45,6.79,29260,209
'2017-10','709',' 신정3동 현장민원실 앞','정기','F','~10대',3,57.22,0.7,3010,19
'2017-10','710',' 서부화물트럭터미널 사거리','정기','F','~10대',18,279.06,3.42,14680,95
'2017-10','712',' 강월초교입구 사거리','정기','F','~10대',2,201.56,1.86,8050,99
'2017-10','130',' 신촌역(2호선) 7번출구 앞','정기','F','~10대',5,86.02,0.95,4130,37
'2017-10','713',' 양서중학교 옆','정기','F','~10대',1,65.12,0.59,2530,54
'2017-10','714',' 한국SGI 양천문화회관 앞','정기','F','~10대',5,149.26,1.63,6980,39
'2017-10','800',' 목월공원 앞','정기','F','~10대',19,1477.22,13.53,58310,335
'2017-10','803',' 한남초교 앞 보도육교','정기','F','~10대',3,356.02,4.34,18730,102
'2017-10','805',' 문배어린이공원 앞','정기','F','~10대',3,215.37,1.73,7450,51
'2017-10','807',' 서울역 12번 출구 앞','정기','F','~10대',2,36.92,0.36,1510,10
'2017-10','808',' 서빙고동 금호맨션 앞','정기','F','~10대',3,283.01,2.27,9790,111
'2017-10','131',' 증산2교','정기','F','~10대',2,230.54,2.07,8920,73
'2017-10','810',' 이태원지하보도','정기','F','~10대',7,742.22,5.97,25710,177
'2017-10','811',' 녹사평역1번출구','정기','F','~10대',17,965.84,8.04,34640,249
'2017-10','812',' 용산전쟁기념관','정기','F','~10대',4,454.39,4.08,17560,141
'2017-10','813',' 삼각지역 3번출구','정기','F','~10대',2,90.6,0.96,4160,35
'2017-10','815',' LIG강촌아파트 103동앞','정기','F','~10대',2,155.47,1.4,6040,77
'2017-10','385',' 종각역 5번출구','정기','F','~10대',6,457.42,4.06,17500,162
'2017-10','386',' 올림픽기념 국민생활관 앞','정기','F','~10대',2,30.47,0.4,1710,18
'2017-10','181',' 망원초록길 입구','정기','F','~10대',1,140.42,1.37,5910,52
'2017-10','132',' 창천문화공원','정기','F','~10대',10,512.98,4.94,21240,170
'2017-10','182',' 망원2빗물펌프장 앞','정기','F','~10대',6,945.42,9.96,42960,299
'2017-10','183',' 하늘채코오롱아파트 건너편','정기','F','~10대',10,1244.73,13.39,57750,371
'2017-10','184',' SK망원동주유소 건너편','정기','F','~10대',4,178.04,1.77,7600,64
'2017-10','185',' 마포 신수공원 앞','정기','F','~10대',17,684.17,7.03,30310,264
'2017-10','186',' 월드컵공원','정기','F','~10대',8,558.78,5.15,22130,496
'2017-10','177',' 북가좌 초등학교','정기','F','~10대',1,25.23,0.23,980,17
'2017-10','188',' 홍은동 정원여중 입구','정기','F','~10대',20,1141.05,10.53,45360,339
'2017-10','191',' 정명학원','정기','F','~10대',10,859.37,8.1,34920,267
'2017-10','192',' 연서어린이공원','정기','F','~10대',2,123.08,1.2,5180,23
'2017-10','178',' 증산3교 앞','정기','F','~10대',9,784.57,8.56,36910,324
'2017-10','133',' 해담는다리','정기','F','~10대',3,153.01,1.87,8050,46
'2017-10','194',' 증산교 앞','정기','F','~10대',23,1502.41,17.49,75530,423
'2017-10','196',' 연희교차로 인근','정기','F','~10대',1,27.28,0.25,1060,6
'2017-10','558',' 성동광진 교육지원청 앞','정기','F','~10대',2,52.86,0.66,2840,27
'2017-10','134',' 연세로 명물길','정기','F','~10대',5,495.38,5.06,21770,168
'2017-10','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',12,479.86,4.35,18670,156
'2017-10','560',' 비전교회 앞','정기','F','~10대',12,648.7,5.88,25370,166
'2017-10','561',' 서울숲역 2번출구 앞','정기','F','~10대',21,1335.96,13,56000,705
'2017-10','565',' 옥수역 3번출구','정기','F','~10대',14,3583.91,32.29,139220,1176
'2017-10','567',' 성수역 2번출구 앞','정기','F','~10대',2,219.71,2.55,11000,83
'2017-10','568',' 청계8가사거리 부근','정기','F','~10대',3,169.6,1.59,6840,44
'2017-10','135',' 명물길 원형무대 앞','정기','F','~10대',4,250.79,2.48,10680,97
'2017-10','578',' 성동세무서 부근','정기','F','~10대',2,91.64,0.82,3560,20
'2017-10','579',' 마장역 4번출구','정기','F','~10대',10,1757.58,15.09,65080,669
'2017-10','581',' 용답초등학교','정기','F','~10대',2,211.4,2.17,9330,55
'2017-10','582',' 경일중학교 앞','정기','F','~10대',14,587.62,5.73,24730,158
'2017-10','583',' 청계천 생태교실 앞','정기','F','~10대',7,825.03,7.79,33570,238
'2017-10','551',' 구의삼성쉐르빌 앞','정기','F','~10대',4,224.99,2.18,9400,61
'2017-10','552',' 대림아크로리버 앞','정기','F','~10대',2,227.51,2.52,10840,120
'2017-10','553',' 중곡 성원APT 앞','정기','F','~10대',1,268.73,2.42,10440,49
'2017-10','136',' 대흥동 주민센터','정기','F','~10대',17,322.82,3.82,16490,104
'2017-10','554',' 아차산역 사거리','정기','F','~10대',7,151.66,1.79,7660,54
'2017-10','571',' 어린이대공원역6번출구','정기','F','~10대',16,416.92,4,17250,134
'2017-10','572',' 국립정신 건강센터 앞','정기','F','~10대',3,263.13,2.68,11510,78
'2017-10','573',' 구의문주차장 앞','정기','F','~10대',28,898.43,9.11,39310,437
'2017-10','574',' 아차산역4번출구','정기','F','~10대',3,705.2,8.19,35310,228
'2017-10','577',' 광진청소년수련관','정기','F','~10대',6,236.96,2.22,9580,89
'2017-10','621',' 동대문중학교 옆','정기','F','~10대',3,57.14,0.51,2220,21
'2017-10','137',' NH농협 신촌지점 앞','정기','F','~10대',6,151.02,1.53,6610,52
'2017-10','622',' 전농사거리 교통섬','정기','F','~10대',8,274.2,3.12,13510,121
'2017-10','623',' 서울시립대 정문 앞','정기','F','~10대',13,385.56,4.24,18300,233
'2017-10','624',' 전농동 동아아파트 앞','정기','F','~10대',37,1825.91,17.68,76170,650
'2017-10','625',' 답십리초등학교 앞(현대시장 옆)','정기','F','~10대',4,429.69,4.74,20460,209
'2017-10','627',' 장안동삼거리 교통섬','정기','F','~10대',1,53.02,0.48,2060,12
'2017-10','628',' 휘봉고등학교 앞','정기','F','~10대',1,73.36,0.66,2850,22
'2017-10','631',' 답십리역 1번출구','정기','F','~10대',2,136.67,1.65,7090,57
'2017-10','102',' 망원역 1번출구 앞','정기','F','~10대',14,854,8.04,34670,264
'2017-10','138',' 신촌동 제1공영주차장 앞','정기','F','~10대',2,44.41,0.54,2310,12
'2017-10','633',' 청량리 기업은행 앞','정기','F','~10대',6,262.46,2.66,11450,202
'2017-10','634',' 외국어대 정문 앞','정기','F','~10대',16,1499.48,14.96,64480,825
'2017-10','635',' 시조사 앞 (청량고정문 옆)','정기','F','~10대',14,528.58,5.39,23180,178
'2017-10','636',' 세종대왕기념관 교차로','정기','F','~10대',1,52.27,0.56,2400,20
'2017-10','637',' KAIST 경영대학 앞','정기','F','~10대',6,423.41,3.82,16450,88
'2017-10','638',' 서울시립대 정보기술관','정기','F','~10대',4,418.96,4.98,21430,166
'2017-10','639',' 서울시립대 후문','정기','F','~10대',14,473.41,5.55,24010,200
'2017-10','641',' 용두역 4번출구','정기','F','~10대',6,833.53,8.37,36090,249
'2017-10','642',' 신답역 사거리','정기','F','~10대',12,359.36,3.32,14350,140
'2017-10','140',' 이화여대 후문','정기','F','~10대',8,356.32,3.58,15430,146
'2017-10','230',' 영등포구청역 1번출구','정기','F','~10대',18,415.92,4.13,17720,210
'2017-10','262',' 영문초등학교 사거리','정기','F','~10대',3,97.13,0.83,3610,25
'2017-10','141',' 연대 대운동장 옆','정기','F','~10대',9,406.35,3.99,17160,177
'2017-10','266',' 영등포청과시장 사거리','정기','F','~10대',3,229.81,2.11,9140,111
'2017-10','267',' 삼성화재 사옥 옆','정기','F','~10대',9,377.86,3.41,14680,143
'2017-10','268',' 그랜드컨벤션센터 앞','정기','F','~10대',1,14.16,0.13,550,15
'2017-10','270',' 증권거래소후문교차로','정기','F','~10대',1,13.19,0.16,680,4
'2017-10','272',' 당산육갑문','정기','F','~10대',3,178.12,1.6,6920,152
'2017-10','139',' 연세대 정문 건너편','정기','F','~10대',5,184.95,1.97,8470,56
'2017-10','719',' 홍익병원앞 교차로','정기','F','~10대',1,36.23,0.28,1220,10
'2017-10','720',' 서울강월초등학교 앞','정기','F','~10대',23,531.66,6.47,27970,106
'2017-10','816',' 신용산역 6번출구 앞','정기','F','~10대',8,395.97,3.83,16560,207
'2017-10','817',' 삼각지역 4번출구 앞','정기','F','~10대',1,15.39,0.16,670,7
'2017-10','818',' 숙명여대 입구 교차로','정기','F','~10대',8,219.9,2.05,8840,62
'2017-10','819',' 선린인터넷 고등학교','정기','F','~10대',27,1157.88,10.79,46480,408
'2017-10','820',' 청파동입구 교차로','정기','F','~10대',11,3624.09,33,142350,145
'2017-10','823',' 효창동주민센터 앞','정기','F','~10대',2,88.43,0.84,3660,38
'2017-10','825',' 서빙고동 주민센터 앞','정기','F','~10대',3,257.27,2.45,10540,84
'2017-10','199',' 서울 월드컵 경기장','정기','F','~10대',4,159.39,1.76,7590,228
'2017-10','388',' 동성중학교 앞','정기','F','~10대',10,276.91,2.43,10430,135
'2017-10','584',' 광진광장 교통섬','정기','F','~10대',8,193.74,1.92,8250,61
'2017-10','585',' 성수2가1동 공영주차장 인근','정기','F','~10대',23,1145.16,10.72,46140,413
'2017-10','586',' 마장동 주민센터','정기','F','~10대',1,843.76,7.6,32780,239
'2017-10','900',' 은평예술회관','정기','F','~10대',1,646.15,6.01,25900,132
'2017-10','901',' 응암1동사무소','정기','F','~10대',10,316.93,3.36,14480,116
'2017-10','903',' 은평뉴타운 아이파크','정기','F','~10대',5,167.82,1.5,6520,42
'2017-10','905',' 구파발역 2번출구','정기','F','~10대',14,809.45,6.52,28100,453
'2017-10','906',' 연신내역 5번출구150M 아래','정기','F','~10대',43,1889.59,18.39,79130,674
'2017-10','907',' CJ 드림시티','정기','F','~10대',25,1767.87,18.95,81690,661
'2017-10','908',' 구산역 4번출구','정기','F','~10대',14,705.23,6.9,29700,273
'2017-10','909',' 백련산 힐스테이트 3차','정기','F','~10대',1,61.93,0.79,3400,34
'2017-10','911',' 은평평화공원(역촌역4번출구)','정기','F','~10대',11,302.43,3.38,14620,186
