'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2017-02','813',' 삼각지역 3번출구','정기','F','~10대',1,110.21,1.15,4970,36
'2017-02','132',' 창천문화공원','정기','F','~10대',6,403.68,3.96,17110,128
'2017-02','185',' 마포 신수공원 앞','정기','F','~10대',3,159.58,1.64,7070,33
'2017-02','186',' 월드컵공원','정기','F','~10대',1,87.52,0.79,3400,29
'2017-02','177',' 북가좌 초등학교','정기','F','~10대',1,76.96,0.69,2990,15
'2017-02','191',' 정명학원','정기','F','~10대',1,73.36,0.66,2850,25
'2017-02','178',' 증산3교 앞','정기','F','~10대',7,557.53,5.74,24700,162
'2017-02','194',' 증산교 앞','정기','F','~10대',2,211.96,1.94,8380,53
'2017-02','564',' 금호역 3번출구','정기','F','~10대',1,52.59,0.39,1660,22
'2017-02','565',' 옥수역 3번출구','정기','F','~10대',1,528.9,3.44,14840,142
'2017-02','551',' 구의삼성쉐르빌 앞','정기','F','~10대',11,256.19,3.02,13020,141
'2017-02','554',' 아차산역 사거리','정기','F','~10대',7,157.81,1.84,7970,66
'2017-02','573',' 구의문주차장 앞','정기','F','~10대',17,477.03,5.58,24000,293
'2017-02','621',' 동대문중학교 옆','정기','F','~10대',5,156.87,1.61,6950,74
'2017-02','622',' 전농사거리 교통섬','정기','F','~10대',1,222.11,2.28,9840,60
'2017-02','138',' 신촌동 제1공영주차장 앞','정기','F','~10대',2,137.28,1,4280,36
'2017-02','633',' 청량리 기업은행 앞','정기','F','~10대',2,164.1,1.37,5920,48
'2017-02','262',' 영문초등학교 사거리','정기','F','~10대',2,31.74,0.39,1670,12
'2017-02','263',' 근로자회관 사거리','정기','F','~10대',5,77.64,0.88,3770,46
'2017-02','266',' 영등포청과시장 사거리','정기','F','~10대',1,17.31,0.22,930,6
'2017-02','267',' 삼성화재 사옥 옆','정기','F','~10대',1,132.56,1.19,5150,51
'2017-02','271',' 샛강생태공원방문자센터 앞','정기','F','~10대',5,621.08,6.06,26140,150
'2017-02','272',' 당산육갑문','정기','F','~10대',2,93.18,0.84,3620,18
'2017-02','720',' 서울강월초등학교 앞','정기','F','~10대',23,576.52,7.05,30330,141
'2017-02','817',' 삼각지역 4번출구 앞','정기','F','~10대',1,15.39,0.16,670,6
'2017-02','818',' 숙명여대 입구 교차로','정기','F','~10대',3,134.39,1.39,5980,33
'2017-02','819',' 선린인터넷 고등학교','정기','F','~10대',10,702.78,7.32,31600,187
'2017-02','825',' 서빙고동 주민센터 앞','정기','F','~10대',1,239.94,2.51,10820,55
'2017-02','901',' 응암1동사무소','정기','F','~10대',21,1056.78,10.66,45950,322
'2017-02','906',' 연신내역 5번출구150M 아래','정기','F','~10대',2,68,0.5,2120,42
'2017-02','914',' 새절역 2번출구','정기','F','~10대',2,382.88,2.78,11990,69
'2017-02','915',' 증산역 4번출구','정기','F','~10대',2,84.17,0.76,3270,22
'2017-02','916',' 평생학습관 앞','정기','F','~10대',6,148.5,1.45,6250,68
'2017-02','917',' 녹번역 4번출구','정기','F','~10대',1,42.06,0.41,1770,20
'2017-02','930',' 구 서부경찰서 건너편','정기','F','~10대',1,11.33,0.1,440,5
'2017-02','932',' 예일여중','정기','F','~10대',2,102.48,0.75,3200,25
'2017-02','933',' LG서비스 역촌점','정기','F','~10대',5,125.16,0.86,3730,118
'2017-02','205',' 산업은행 앞','정기','F','~10대',1,11.4,0.19,800,9
'2017-02','211',' 여의도역 4번출구 옆','정기','F','~10대',1,38.06,0.62,2670,26
'2017-02','402',' 상암월드컵파크 9단지 앞','정기','F','~10대',1,76.67,0.82,3520,24
'2017-02','421',' 마포구청 앞','정기','F','~10대',5,330.29,3.51,15100,123
'2017-02','420',' 서울시 공공자전거 상암센터','정기','F','~10대',2,139.61,1.48,6410,64
'2017-02','418',' 월드컵경기장역 3번출구 옆','정기','F','~10대',1,33.98,0.31,1320,12
'2017-02','415',' DMC역 9번출구 앞','정기','F','~10대',1,22.12,0.23,980,12
'2017-02','416',' 상암월드컵파크 1단지 교차로','정기','F','~10대',1,38.73,0.38,1630,10
'2017-02','500',' 어린이대공원역 3번출구 앞','정기','F','~10대',2,49.9,0.48,2100,13
'2017-02','501',' 광진구의회 앞','정기','F','~10대',11,2638.1,23.78,102490,497
'2017-02','502',' 뚝섬유원지역 1번출구 앞','정기','F','~10대',2,438.87,3.96,17050,100
'2017-02','108',' 서교동 사거리','정기','F','20대',31,1246.14,12.69,54580,389
'2017-02','503',' 더샵스타시티 C동 앞','정기','F','20대',31,907.37,9.62,41480,542
'2017-02','504',' 신자초교입구교차로','정기','F','20대',49,1916.77,18.57,80100,565
'2017-02','505',' 자양사거리 광진아크로텔 앞','정기','F','20대',32,1609.77,16.11,69390,601
'2017-02','506',' 금호 어울림 아파트 앞','정기','F','20대',6,371.72,3.67,15810,121
'2017-02','507',' 성수아이에스비즈타워 앞','정기','F','20대',14,984.27,8.71,37520,270
'2017-02','508',' 성수아카데미타워 앞','정기','F','20대',14,343.59,3.32,14390,344
'2017-02','509',' 이마트 버스정류소 옆','정기','F','20대',45,1953.74,21.24,91640,729
'2017-02','510',' 서울숲 남문 버스정류소 옆','정기','F','20대',21,1154.5,11.78,50670,366
'2017-02','511',' 서울숲역 4번 출구 옆','정기','F','20대',19,707.76,7.29,31260,240
'2017-02','512',' 뚝섬역 1번 출구 옆','정기','F','20대',19,1149.46,10.72,46190,328
'2017-02','109',' 제일빌딩 앞','정기','F','20대',28,1118.18,12.32,53060,350
'2017-02','400',' 상암한화오벨리스크 1차 앞','정기','F','20대',5,98.42,1.11,4700,100
'2017-02','513',' 뚝섬역 5번 출구 정류소 옆','정기','F','20대',13,798.38,7.27,31380,158
'2017-02','514',' 성수사거리 버스정류장 앞','정기','F','20대',52,3896.15,37.17,160190,1033
'2017-02','515',' 광양중학교 앞','정기','F','20대',8,894.95,8.77,37780,181
'2017-02','516',' 광진메디칼 앞','정기','F','20대',13,601.06,6.11,26220,260
'2017-02','300',' 정동사거리','정기','F','20대',12,544.02,5.95,25740,186
'2017-02','301',' 경복궁역 7번출구 앞','정기','F','20대',10,445.54,3.96,17070,232
'2017-02','302',' 경복궁역 4번출구 뒤','정기','F','20대',33,1641.5,16.47,70960,564
'2017-02','303',' 광화문역 1번출구 앞','정기','F','20대',14,336.64,3.49,15020,98
'2017-02','115',' 사루비아 빌딩 앞','정기','F','20대',28,1809.33,17.51,75530,543
'2017-02','304',' 광화문역 2번출구 앞','정기','F','20대',10,426.16,4.22,18180,234
'2017-02','305',' 종로구청 옆','정기','F','20대',9,534.86,4.95,21370,164
'2017-02','306',' 광화문역 7번출구 앞','정기','F','20대',5,221.58,2.25,9710,83
'2017-02','307',' 서울역사박물관 앞','정기','F','20대',13,661.97,6.82,29410,189
'2017-02','308',' 광화문 S타워 앞','정기','F','20대',11,409.68,4.01,17250,126
'2017-02','309',' 광화문역 6번출구 옆','정기','F','20대',8,532.64,5.68,24540,162
'2017-02','310',' 청계광장 옆','정기','F','20대',4,248.21,2.77,11930,107
'2017-02','311',' 서울광장 옆','정기','F','20대',8,234.75,2.59,11120,129
'2017-02','312',' 시청역 1번출구 뒤','정기','F','20대',16,822.7,8.12,34970,328
'2017-02','313',' 서울역 광장 파출소 옆','정기','F','20대',9,321.82,3.34,14370,889
'2017-02','110',' 사천교','정기','F','20대',6,553.77,4.22,18220,131
'2017-02','314',' 국립현대미술관','정기','F','20대',28,899.96,8.6,36910,314
'2017-02','315',' 신한은행 안국역지점 옆','정기','F','20대',13,458.52,5.15,22180,353
'2017-02','316',' 종각역 1번출구 앞','정기','F','20대',70,4219.3,44.18,190520,1355
'2017-02','318',' 광교사거리 남측','정기','F','20대',7,277.25,3.11,13460,118
'2017-02','320',' 을지로입구역 4번출구 앞','정기','F','20대',13,469.13,4.76,20530,173
'2017-02','321',' KEB 하나은행 본점 앞','정기','F','20대',9,539.3,5.52,23810,273
'2017-02','322',' 명동성당 앞','정기','F','20대',11,326.95,3.57,15400,146
'2017-02','116',' 일진아이윌아파트 옆','정기','F','20대',45,1821.12,19.56,84440,450
'2017-02','324',' 신세계백화점 본점 앞','정기','F','20대',36,2373.48,27.59,118960,950
'2017-02','326',' 안국역 5번출구 앞','정기','F','20대',14,582.37,5.9,25470,216
'2017-02','327',' 낙원상가 옆','정기','F','20대',36,631.64,7.33,31760,255
'2017-02','328',' 탑골공원 앞','정기','F','20대',48,1756.66,17.89,77090,534
'2017-02','329',' 청계2가 사거리 옆','정기','F','20대',22,1223.81,12.17,52490,443
'2017-02','330',' 청계천 한빛광장','정기','F','20대',11,699.31,7.34,31700,206
'2017-02','331',' 을지로2가 사거리 북측','정기','F','20대',11,600.21,6.24,26940,145
'2017-02','332',' 을지로2가 사거리 남측','정기','F','20대',4,51.99,0.46,2020,36
'2017-02','111',' 상수역 2번출구 앞','정기','F','20대',18,906.18,8.92,38470,280
'2017-02','334',' 종로3가역 2번출구 뒤','정기','F','20대',36,1114.68,10.4,44700,318
'2017-02','335',' 종로3가역 15번출구 앞','정기','F','20대',25,589.51,5.69,24670,164
'2017-02','336',' 티마크 호텔 앞','정기','F','20대',20,1095.32,10.27,44360,310
'2017-02','337',' 창경궁 입구','정기','F','20대',13,610.51,6.79,29300,194
'2017-02','338',' 세운스퀘어 앞','정기','F','20대',42,1022.21,10.78,46370,333
'2017-02','339',' 종로4가 사거리','정기','F','20대',29,1103.35,10.65,45880,399
'2017-02','340',' 혜화동 로터리','정기','F','20대',35,1952.52,20.69,89260,588
'2017-02','341',' 혜화역 3번출구 뒤','정기','F','20대',31,1081.29,10.91,47040,466
'2017-02','342',' 대학로 마로니에공원','정기','F','20대',58,1918.88,19.06,82290,589
'2017-02','343',' 예일빌딩(율곡로) 앞','정기','F','20대',34,1603.55,15.09,65070,301
'2017-02','112',' 극동방송국 앞','정기','F','20대',46,1542.52,16.42,70830,497
'2017-02','344',' 성균관대 E하우스 앞','정기','F','20대',39,1634.88,15.73,67830,524
'2017-02','345',' 서울보증보험본사 앞','정기','F','20대',7,213.56,2.52,10850,96
'2017-02','346',' 맥스타일 앞','정기','F','20대',26,1414.93,14.43,62200,666
'2017-02','347',' 동대문역사문화공원역 9번출구 앞','정기','F','20대',12,715.21,7.1,30630,206
'2017-02','349',' 사직동주민센터','정기','F','20대',37,1180.31,11.51,49620,573
'2017-02','350','KEB 하나은행(내자동 지점) 앞','정기','F','20대',12,390.33,4.39,18930,139
'2017-02','351',' 청운초교 앞 삼거리','정기','F','20대',4,171.91,1.77,7590,61
'2017-02','352',' 중앙고입구 삼거리','정기','F','20대',5,85.92,1.04,4490,19
'2017-02','353',' 재동초교 앞 삼거리','정기','F','20대',16,800.32,7.39,31900,173
'2017-02','117',' 홍은사거리','정기','F','20대',29,3400.92,30.76,132580,723
'2017-02','354',' 포르투갈 대사관 앞','정기','F','20대',24,828.76,9.72,41840,305
'2017-02','355',' 서울사대부속초교 앞','정기','F','20대',41,1610.77,15.6,67410,509
'2017-02','356',' KT혜화지사 앞','정기','F','20대',20,918.25,9.49,40820,265
'2017-02','358',' 성대입구 사거리','정기','F','20대',84,2938.32,30.41,131120,872
'2017-02','359',' 원남동사거리','정기','F','20대',39,1350.18,13.51,58150,443
'2017-02','361',' 동묘앞역 1번출구 뒤','정기','F','20대',32,879.16,9.31,40080,269
'2017-02','362',' 청계8가 사거리','정기','F','20대',63,1917.4,21.19,91260,806
'2017-02','363',' 신설동역 11번출구 뒤','정기','F','20대',18,676.91,6.78,29110,212
'2017-02','364',' 창신역 1번출구 앞','정기','F','20대',14,560.05,5.14,22050,134
'2017-02','113',' 홍대입구역 2번출구 앞','정기','F','20대',130,6924.84,67.05,289160,1825
'2017-02','367',' 독립문역 3-1번출구 ','정기','F','20대',9,626.43,5.39,23230,170
'2017-02','368',' SK 서린빌딩 앞','정기','F','20대',5,202.48,1.39,6050,47
'2017-02','369',' 광화문 시민열린마당','정기','F','20대',5,234.35,2.19,9420,64
'2017-02','348',' 독립문역 사거리','정기','F','20대',24,1539.79,15.54,67020,213
'2017-02','370',' 시청역(2호선) 9번출구 뒤','정기','F','20대',19,1105.27,10.09,43460,457
'2017-02','371',' 동대입구역 6번출구 뒤','정기','F','20대',4,123.89,1.15,4930,75
'2017-02','372',' 약수역 3번출구 뒤','정기','F','20대',11,971.09,9.78,42200,286
'2017-02','373',' 청구 어린이공원','정기','F','20대',1,18.78,0.22,930,53
'2017-02','374',' 청구역 2번출구 앞','정기','F','20대',23,846.93,7.99,34390,253
'2017-02','118',' 광흥창역 2번출구 앞','정기','F','20대',39,1872.72,18.76,80870,439
'2017-02','375',' 다산 어린이공원','정기','F','20대',3,109.45,1.08,4670,73
'2017-02','377',' 서울역 4번출구 앞','정기','F','20대',3,207.66,2.07,8940,74
'2017-02','378',' 청계7가 사거리','정기','F','20대',28,646.66,7.48,32260,776
'2017-02','379',' 서울역9번출구','정기','F','20대',2,55.88,0.65,2800,20
'2017-02','380',' CJ제일제당 앞','정기','F','20대',13,1012.51,8.39,36120,249
'2017-02','381',' 장충체육관','정기','F','20대',3,240.93,2.64,11370,68
'2017-02','382',' 약수역 10번출구 앞','정기','F','20대',4,128.96,1.17,5010,35
'2017-02','383',' 신당역 12번 출구 뒤','정기','F','20대',63,2558.44,24.11,104150,801
'2017-02','384',' 종로학원본원 ','정기','F','20대',12,469.88,5.4,23330,147
'2017-02','114',' 홍대입구역 8번출구 앞','정기','F','20대',41,1940.42,19.56,84300,615
'2017-02','142',' 아현역 4번출구 앞','정기','F','20대',25,1537.06,15.64,67460,552
'2017-02','143',' 공덕역 2번출구','정기','F','20대',14,487.09,4.77,20570,138
'2017-02','144',' 공덕역 8번출구','정기','F','20대',28,1283.96,12.82,55320,415
'2017-02','145',' 공덕역 5번출구','정기','F','20대',11,534.38,5.64,24340,199
'2017-02','146',' 마포역 1번출구 뒤','정기','F','20대',32,3088.57,29.49,127110,776
'2017-02','147',' 마포역 4번출구 뒤','정기','F','20대',36,3114.16,29.96,129170,810
'2017-02','148',' 용강동 주민센터 앞','정기','F','20대',21,1005.37,9.3,40050,255
'2017-02','150',' 서강대역 2번출구 앞','정기','F','20대',11,481.86,4.76,20490,136
'2017-02','151',' 망원1동주민센터','정기','F','20대',31,1586.44,16.6,71560,526
'2017-02','152',' 마포구민체육센터 앞','정기','F','20대',41,5173.86,51.41,221640,1245
'2017-02','119',' 서강나루 공원','정기','F','20대',13,1034.69,9.76,41990,244
'2017-02','153',' 성산2교 사거리','정기','F','20대',67,4905.59,42.63,183670,1079
'2017-02','154',' 마포구청역 ','정기','F','20대',26,1275.74,12.2,52590,368
'2017-02','155',' 가좌역1 번출구 뒤','정기','F','20대',8,1454.72,13.14,56660,287
'2017-02','156',' 서울서부지방법원 앞','정기','F','20대',6,450.07,4.7,20230,170
'2017-02','157',' 애오개역 4번출구 앞','정기','F','20대',24,1147.75,11.79,50730,314
'2017-02','158',' 독립문 어린이 공원','정기','F','20대',23,1510.17,14.55,62750,365
'2017-02','159',' 이대역 4번 출구','정기','F','20대',27,1427.2,14.99,64640,457
'2017-02','160',' 북아현동 가구거리','정기','F','20대',6,367.78,3.17,13660,136
'2017-02','161',' 무악재역1번 출구','정기','F','20대',6,356.76,3.2,13860,168
'2017-02','162',' 봉원고가차도 밑','정기','F','20대',59,2110.51,21.21,91730,658
'2017-02','120',' 신수동 사거리','정기','F','20대',31,2877.59,28.61,123320,656
'2017-02','163',' 명지전문대학교 정문 앞','정기','F','20대',1,264.09,2.38,10260,63
'2017-02','164',' 북가좌1동 주민센터 ','정기','F','20대',3,223.41,2.23,9610,68
'2017-02','165',' 중앙근린공원','정기','F','20대',6,504.37,4.57,19730,107
'2017-02','166',' 가재울 초등학교','정기','F','20대',11,1695.62,17.5,75520,464
'2017-02','167',' 연가초등학교 옆','정기','F','20대',2,167.71,1.39,5960,29
'2017-02','168',' 남가좌동 사거리','정기','F','20대',6,644.03,6.56,28270,155
'2017-02','169',' 북가좌 삼거리','정기','F','20대',16,993.16,10.35,44610,253
'2017-02','170',' 가재울 뉴타운 주유소 옆','정기','F','20대',12,1464.27,14.21,61280,298
'2017-02','171',' 임광빌딩 앞','정기','F','20대',13,624.56,6.4,27570,225
'2017-02','172',' 서대문소방서','정기','F','20대',14,1320.48,14.3,61650,333
'2017-02','121',' 마포소방서 앞','정기','F','20대',15,484.25,4.77,20620,333
'2017-02','173',' 서대문역 8번출구 앞','정기','F','20대',11,670.44,6.73,29110,228
'2017-02','175',' 홍연2교옆','정기','F','20대',25,3504.81,32.45,139850,768
'2017-02','179',' 가좌역 4번출구 앞','정기','F','20대',22,3108.62,28.46,122730,592
'2017-02','180',' 충정로역 7번출구 뒤','정기','F','20대',18,730,7.51,32420,240
'2017-02','518',' 청계천 박물관 앞','정기','F','20대',2,57.97,0.7,3050,19
'2017-02','519',' 양지사거리','정기','F','20대',9,307.86,3.6,15450,116
'2017-02','520',' 상왕십리역 4번 출구 앞','정기','F','20대',14,503.58,5.85,25180,192
'2017-02','521',' 왕십리역 11번 출구 앞','정기','F','20대',8,262.12,2.64,11360,88
'2017-02','122',' 신성기사식당 앞','정기','F','20대',35,1114.81,12,51720,422
'2017-02','524',' 래미안금호하이리버 아파트 102동 옆','정기','F','20대',3,29.72,0.3,1290,6
'2017-02','525',' 한양대병원사거리','정기','F','20대',31,3427.36,35.11,151380,823
'2017-02','526',' 용답토속공원 앞','정기','F','20대',2,98.56,1.13,4880,31
'2017-02','529',' 장한평역 8번 출구 앞','정기','F','20대',18,998.34,10.34,44610,254
'2017-02','530',' 청계벽산아파트 앞','정기','F','20대',27,494.36,5.32,22910,334
'2017-02','533',' 우리은행 금호동 지점 앞','정기','F','20대',5,465.8,5.75,24800,160
'2017-02','534',' 금호사거리','정기','F','20대',1,11.07,0.1,430,1
'2017-02','535',' 응봉삼거리','정기','F','20대',4,135.39,1.24,5350,30
'2017-02','536',' 행당역 2번출구 앞','정기','F','20대',26,1212.05,13.15,56620,340
'2017-02','537',' 한양대후문역 부근','정기','F','20대',23,1211.33,11.88,51310,400
'2017-02','123',' 문화촌 공원','정기','F','20대',12,1918.57,17.75,76530,395
'2017-02','538',' 답십리역 8번출구 앞','정기','F','20대',12,492.64,4.86,20920,140
'2017-02','550',' 서울시설공단 앞','정기','F','20대',11,993.84,9.65,41590,242
'2017-02','539',' 군자교교차로','정기','F','20대',4,119.38,1.29,5540,40
'2017-02','540',' 군자역 7번출구 베스트샵 앞','정기','F','20대',63,4224.46,39.97,172330,926
'2017-02','542',' 강변역 4번출구 뒤','정기','F','20대',15,564.68,5.22,22540,161
'2017-02','543',' 구의공원(테크노마트 앞)','정기','F','20대',7,401.96,3.71,15990,148
'2017-02','544',' 광남중학교','정기','F','20대',1,167.05,1.51,6490,44
'2017-02','546',' 잠실대교북단 교차로','정기','F','20대',5,142.55,1.58,6860,56
'2017-02','548',' 자양나들목','정기','F','20대',31,1000.85,11.06,47720,335
'2017-02','549',' 아차산역 3번출구','정기','F','20대',22,957.5,10.41,44850,404
'2017-02','124',' 서강대 정문 건너편','정기','F','20대',34,1914.3,18.78,80860,568
'2017-02','600',' 휘경2동 주민센터','정기','F','20대',12,866.47,7.41,31880,242
'2017-02','601',' 용신동주민센터','정기','F','20대',8,331.31,3.41,14690,109
'2017-02','602',' 장안동 사거리','정기','F','20대',39,2572.85,25.94,111820,749
'2017-02','605',' 신설동역8번출구','정기','F','20대',11,1863.07,16.85,72680,430
'2017-02','606',' 휘경공고앞','정기','F','20대',9,450.89,5.22,22430,120
'2017-02','607',' 신이문역 2번출구','정기','F','20대',6,868.69,7.78,33590,160
'2017-02','608',' 전농삼성아파트','정기','F','20대',1,2.03,0.02,80,9
'2017-02','609',' 제기2교','정기','F','20대',27,4505.47,40.7,175370,1011
'2017-02','125',' 서강대 남문 옆','정기','F','20대',17,641.11,6.96,29930,237
'2017-02','610',' 동대문중 교차로','정기','F','20대',1,14.16,0.15,650,4
'2017-02','612',' 시립동부병원 앞 사거리','정기','F','20대',11,572.54,5.56,23960,165
'2017-02','613',' 신설동역 10번출구 앞','정기','F','20대',7,381.27,3.72,16070,115
'2017-02','614',' 용두동 사거리','정기','F','20대',25,1191.1,13.49,58050,259
'2017-02','615',' 용두동 레미안허브리츠아파트 앞','정기','F','20대',3,339.53,3.09,13320,82
'2017-02','616',' 서울시립대 앞','정기','F','20대',3,57.9,0.78,3400,31
'2017-02','617',' 청솔우성아파트 앞','정기','F','20대',1,64.03,0.68,2940,20
'2017-02','227',' 양평2나들목 보행통로 입구','정기','F','20대',6,423.2,4.59,19790,108
'2017-02','228',' 선유도역 3번출구 앞','정기','F','20대',24,1886.67,21.96,94680,647
'2017-02','229',' 양평1 보행육교 앞','정기','F','20대',3,426.95,3.38,14580,104
'2017-02','126',' 서강대 후문 옆','정기','F','20대',32,1472.6,15.72,67760,546
'2017-02','231',' 남부고용노동지청 남측','정기','F','20대',23,357.49,3.91,16990,141
'2017-02','232',' 양평우림 이비즈센타 앞','정기','F','20대',56,2590.7,22.82,98590,997
'2017-02','234',' 영등포구민체육센터 앞','정기','F','20대',17,428.84,4.16,18070,134
'2017-02','235',' 신길동 우리은행 옆','정기','F','20대',24,1219.51,9.04,39130,269
'2017-02','237',' 보라매 두산위브 건너편','정기','F','20대',11,1092.91,9.85,42460,517
'2017-02','238',' 제2구민체육센타 앞','정기','F','20대',20,831.62,9.13,39370,348
