'대여일자','대여소번호','대여소','대여구분코드','성별','연령대코드','이용건수','운동량','탄소량','이동거리(M)','이동시간(분)'
'2017-12','239',' 유스호스텔 앞','정기','F','~10대',6,664.95,6.73,28990,208
'2017-12','240',' 문래역 4번출구 앞','정기','F','~10대',1,11.54,0.14,620,4
'2017-12','127',' 현대벤처빌 앞','정기','F','~10대',10,158.55,2.32,10010,49
'2017-12','128',' 신촌역(2호선) 1번출구 옆','정기','F','~10대',2,1168.99,13.65,58830,16
'2017-12','252',' 보라매역4번출구','정기','F','~10대',9,162.1,1.62,7040,55
'2017-12','256',' 동아에코빌입구','정기','F','~10대',1,27.73,0.35,1490,12
'2017-12','257',' 신길삼거리(우리은행)','정기','F','~10대',1,62.55,0.56,2430,14
'2017-12','258',' 신길역3번출구','정기','F','~10대',1,77.22,0.7,3000,20
'2017-12','703',' 오목교역 7번출구 앞','정기','F','~10대',3,112.42,1.4,6040,29
'2017-12','704',' 남부법원검찰청 교차로','정기','F','~10대',2,83.14,0.75,3230,21
'2017-12','708',' 서울출입국관리사무소 앞','정기','F','~10대',3,268.77,2.86,12340,88
'2017-12','130',' 신촌역(2호선) 7번출구 앞','정기','F','~10대',1,5.42,0.06,240,7
'2017-12','714',' 한국SGI 양천문화회관 앞','정기','F','~10대',3,102.44,1.11,4790,28
'2017-12','805',' 문배어린이공원 앞','정기','F','~10대',1,82.1,0.66,2840,24
'2017-12','807',' 서울역 12번 출구 앞','정기','F','~10대',1,28.91,0.23,1000,10
'2017-12','810',' 이태원지하보도','정기','F','~10대',2,133.48,1.08,4650,31
'2017-12','811',' 녹사평역1번출구','정기','F','~10대',3,138.87,1.25,5400,30
'2017-12','812',' 용산전쟁기념관','정기','F','~10대',1,18.82,0.2,880,9
'2017-12','813',' 삼각지역 3번출구','정기','F','~10대',1,39.42,0.42,1810,17
'2017-12','385',' 종각역 5번출구','정기','F','~10대',1,98,0.79,3390,21
'2017-12','132',' 창천문화공원','정기','F','~10대',4,180.89,1.7,7270,62
'2017-12','185',' 마포 신수공원 앞','정기','F','~10대',6,288.7,2.97,12790,62
'2017-12','188',' 홍은동 정원여중 입구','정기','F','~10대',11,806.71,8.6,37040,181
'2017-12','133',' 해담는다리','정기','F','~10대',3,294.59,2.65,11410,96
'2017-12','194',' 증산교 앞','정기','F','~10대',13,400.24,5.22,22460,143
'2017-12','195',' 모래내고가차도 ','정기','F','~10대',1,75.36,0.8,3460,19
'2017-12','559',' 왕십리역 4번 출구 건너편','정기','F','~10대',1,257.1,2.25,9690,79
'2017-12','567',' 성수역 2번출구 앞','정기','F','~10대',1,10.16,0.13,570,3
'2017-12','579',' 마장역 4번출구','정기','F','~10대',4,91.41,0.85,3700,19
'2017-12','582',' 경일중학교 앞','정기','F','~10대',1,14.3,0.2,860,5
'2017-12','551',' 구의삼성쉐르빌 앞','정기','F','~10대',1,25.13,0.31,1350,10
'2017-12','552',' 대림아크로리버 앞','정기','F','~10대',1,37.47,0.39,1660,11
'2017-12','136',' 대흥동 주민센터','정기','F','~10대',3,66.43,0.7,3050,18
'2017-12','571',' 어린이대공원역6번출구','정기','F','~10대',1,30.12,0.27,1170,9
'2017-12','573',' 구의문주차장 앞','정기','F','~10대',4,285.89,3.13,13500,95
'2017-12','577',' 광진청소년수련관','정기','F','~10대',4,228.1,2.23,9600,63
'2017-12','621',' 동대문중학교 옆','정기','F','~10대',1,22.05,0.22,960,7
'2017-12','137',' NH농협 신촌지점 앞','정기','F','~10대',1,15.9,0.13,550,5
'2017-12','622',' 전농사거리 교통섬','정기','F','~10대',1,36.55,0.33,1420,11
'2017-12','623',' 서울시립대 정문 앞','정기','F','~10대',3,66.67,0.6,2590,24
'2017-12','624',' 전농동 동아아파트 앞','정기','F','~10대',7,138.04,1.41,6010,41
'2017-12','627',' 장안동삼거리 교통섬','정기','F','~10대',5,603.35,5.44,23440,127
'2017-12','102',' 망원역 1번출구 앞','정기','F','~10대',1,107.55,1.13,4850,28
'2017-12','633',' 청량리 기업은행 앞','정기','F','~10대',2,233.84,2.2,9450,66
'2017-12','634',' 외국어대 정문 앞','정기','F','~10대',1,106.34,1.07,4630,28
'2017-12','635',' 시조사 앞 (청량고정문 옆)','정기','F','~10대',3,186.51,1.51,6490,50
'2017-12','639',' 서울시립대 후문','정기','F','~10대',1,31.71,0.36,1540,9
'2017-12','642',' 신답역 사거리','정기','F','~10대',2,43.41,0.44,1890,12
'2017-12','140',' 이화여대 후문','정기','F','~10대',1,18.41,0.22,930,8
'2017-12','230',' 영등포구청역 1번출구','정기','F','~10대',2,176.26,1.81,7770,50
'2017-12','262',' 영문초등학교 사거리','정기','F','~10대',1,32.76,0.41,1760,14
'2017-12','141',' 연대 대운동장 옆','정기','F','~10대',3,99.84,1.08,4680,25
'2017-12','271',' 샛강생태공원방문자센터 앞','정기','F','~10대',4,86.93,1.03,4480,34
'2017-12','139',' 연세대 정문 건너편','정기','F','~10대',1,106.38,0.68,2920,23
'2017-12','720',' 서울강월초등학교 앞','정기','F','~10대',4,458.69,4.14,17820,247
'2017-12','816',' 신용산역 6번출구 앞','정기','F','~10대',2,63.16,0.68,2910,22
'2017-12','818',' 숙명여대 입구 교차로','정기','F','~10대',3,136.81,1.2,5160,30
'2017-12','819',' 선린인터넷 고등학교','정기','F','~10대',9,904.57,8.02,34610,163
'2017-12','820',' 청파동입구 교차로','정기','F','~10대',3,66.1,0.56,2440,18
'2017-12','823',' 효창동주민센터 앞','정기','F','~10대',5,188.39,2.04,8810,76
'2017-12','584',' 광진광장 교통섬','정기','F','~10대',1,23.95,0.22,960,6
'2017-12','586',' 마장동 주민센터','정기','F','~10대',4,210.04,1.9,8160,54
'2017-12','900',' 은평예술회관','정기','F','~10대',1,31.15,0.28,1210,9
'2017-12','906',' 연신내역 5번출구150M 아래','정기','F','~10대',8,579.23,5.43,23440,213
'2017-12','907',' CJ 드림시티','정기','F','~10대',7,279.16,2.66,11430,110
'2017-12','908',' 구산역 4번출구','정기','F','~10대',2,41.82,0.44,1920,10
'2017-12','912',' 응암오거리','정기','F','~10대',1,125.45,0.92,3960,25
'2017-12','916',' 평생학습관 앞','정기','F','~10대',2,73.36,0.66,2850,20
'2017-12','922',' 연신내역 4번출구','정기','F','~10대',4,229.23,2.02,8710,119
'2017-12','923',' 국민은행 연서지점','정기','F','~10대',1,13.31,0.14,600,2
'2017-12','925',' 불광역 2번출구','정기','F','~10대',1,48.91,0.57,2470,20
'2017-12','926',' 불광역 8번출구','정기','F','~10대',2,118.21,0.93,3980,46
'2017-12','927',' 연신내역 3번출구 인근','정기','F','~10대',5,229.34,2.02,8750,77
'2017-12','932',' 예일여중','정기','F','~10대',6,1534.33,13.32,57410,81
'2017-12','933',' LG서비스 역촌점','정기','F','~10대',7,221.02,2.14,9150,63
'2017-12','1001',' 광진교 남단 사거리(디지털프라자앞)','정기','F','~10대',5,215.18,1.78,7670,48
'2017-12','1003',' 해공도서관앞','정기','F','~10대',5,252.32,2.46,10620,58
'2017-12','1004',' 삼성광나루아파트 버스정류장','정기','F','~10대',1,42.76,0.42,1830,12
'2017-12','1006',' 롯데캐슬 115동앞','정기','F','~10대',1,13.55,0.13,580,5
'2017-12','1008',' 암사역 3번출구(국민은행앞)','정기','F','~10대',19,799.69,7.15,30810,357
'2017-12','1009',' 천호역4번출구(현대백화점)','정기','F','~10대',5,216.85,1.87,8020,61
'2017-12','1011',' LIGA 아파트 앞','정기','F','~10대',6,145.34,1.7,7340,50
'2017-12','1014',' 강동구평생학습관앞','정기','F','~10대',6,260.52,2.6,11150,60
'2017-12','1015',' 샛마을 근린공원','정기','F','~10대',1,399.23,4.25,18330,113
'2017-12','1016',' 해뜨는 주유소옆 리엔파크 109동앞','정기','F','~10대',2,529.04,5.63,24290,139
'2017-12','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)','정기','F','~10대',3,67.12,0.79,3390,17
'2017-12','1021',' 강일동 리슈빌 빌딩앞','정기','F','~10대',7,2386.65,25.43,109580,603
'2017-12','1102',' 방화사거리 마을버스 버스정류장','정기','F','~10대',3,87.35,0.9,3870,34
'2017-12','203',' 국회의사당역 3번출구 옆','정기','F','~10대',1,36.55,0.33,1420,9
'2017-12','1108',' 공항시장역 1번출구','정기','F','~10대',1,15.12,0.16,670,17
'2017-12','1109',' 공항시장역 4번출구','정기','F','~10대',2,58.68,0.6,2600,19
'2017-12','205',' 산업은행 앞','정기','F','~10대',1,0,0,0,25
'2017-12','1127',' 화곡역(에이스정형외과앞) 버스정류장','정기','F','~10대',4,243.7,2.36,10190,66
'2017-12','1139',' 용문사 버스정류장','정기','F','~10대',1,17.5,0.16,680,15
'2017-12','1146',' 곰달래사거리','정기','F','~10대',2,88.32,0.82,3540,20
'2017-12','1209',' 잠실나루역 (2번 출구 쪽)','정기','F','~10대',1,98.39,0.7,3030,19
'2017-12','1215',' 올림픽공원역 1번출구 앞','정기','F','~10대',2,132.11,1.21,5240,34
'2017-12','1220',' 잠실본동주민센터뒤 잠실근린공원','정기','F','~10대',5,123,1.16,5010,29
'2017-12','1319',' 종암사거리 분수대','정기','F','~10대',2,29.35,0.27,1140,15
'2017-12','1403',' 중화빌딩 앞 (동부시장)','정기','F','~10대',10,944.71,9.03,38920,257
'2017-12','1405',' 망우역 1번출구','정기','F','~10대',2,158.3,1.43,6150,55
'2017-12','211',' 여의도역 4번출구 옆','정기','F','~10대',2,104.53,1.04,4480,29
'2017-12','1327',' 상월곡역 3번출구','정기','F','~10대',5,468.1,4.72,20380,111
'2017-12','1332',' 석계역 5번출구 건너편','정기','F','~10대',1,157.56,1.59,6860,33
'2017-12','212',' 여의도역 1번출구 옆','정기','F','~10대',4,91.97,1.11,4740,35
'2017-12','1441',' 신내능말공원','정기','F','~10대',3,206.71,2.02,8700,54
'2017-12','1424',' 양원역 2번출구','정기','F','~10대',2,98.17,1,4310,34
'2017-12','1404',' 동일로 지하차도','정기','F','~10대',3,557.53,5.02,21660,112
'2017-12','1637',' KT 노원점 건물 앞','정기','F','~10대',1,30.12,0.27,1170,10
'2017-12','219',' 롯데캐슬엠파이어 옆','정기','F','~10대',1,23.48,0.28,1210,9
'2017-12','1826',' 한신코아 앞','정기','F','~10대',2,368.81,2.99,12870,98
'2017-12','1503',' 이디야 커피 수유역점 앞','정기','F','~10대',1,19.6,0.23,990,6
'2017-12','216',' 삼부아파트1동 앞','정기','F','~10대',10,204.72,2.45,10550,75
'2017-12','1520',' 성실교회','정기','F','~10대',1,0,0,0,10
'2017-12','1321',' 국민은행 종암동지점 앞','정기','F','~10대',1,0,0,0,9
'2017-12','217',' NH농협은행 앞','정기','F','~10대',6,100.72,1.19,5190,33
'2017-12','1904',' 도림천역 1번 출구 앞','정기','F','~10대',3,212.05,2.48,10710,88
'2017-12','1908',' 해원리바파크 육교 밑','정기','F','~10대',3,103.95,0.87,3750,53
'2017-12','1911',' 구로디지털단지역 앞','정기','F','~10대',1,55.24,0.43,1860,10
'2017-12','1924',' 삼부르네상스파크빌','정기','F','~10대',1,17.86,0.19,820,7
'2017-12','1928',' 고척스카이돔구장 광장','정기','F','~10대',1,25.78,0.22,930,33
'2017-12','1929',' 고척근린공원 고척도서관 앞','정기','F','~10대',1,10.04,0.09,390,3
'2017-12','1937',' 한진아파트 입구','정기','F','~10대',3,408.65,4.1,17680,155
'2017-12','2002',' 노들역 1번출구','정기','F','~10대',1,146.92,1.62,7000,68
'2017-12','2016',' 신대방삼거리역 3번출구쪽','정기','F','~10대',3,57.14,0.52,2220,16
'2017-12','223',' 진주아파트상가 앞','정기','F','~10대',5,89.4,1,4310,36
'2017-12','2102',' 봉림교 교통섬','정기','F','~10대',6,167.91,1.55,6710,50
'2017-12','2103',' 신림동 우방아파트','정기','F','~10대',1,51.48,0.46,2000,11
'2017-12','2135',' 신림역 5번출구','정기','F','~10대',2,70.08,0.67,2910,144
'2017-12','2157',' 난곡 사거리','정기','F','~10대',1,0,0,0,8
'2017-12','2107',' 도림천 신화교','정기','F','~10대',1,125.18,1.26,5450,29
'2017-12','2108',' 은천치안센터','정기','F','~10대',1,125.69,1.23,5290,46
'2017-12','2112',' 서울대입구역 마에스트로','정기','F','~10대',1,47.08,0.48,2050,13
'2017-12','2116',' 에이스에이존빌딩','정기','F','~10대',2,98.07,0.99,4270,31
'2017-12','2137',' KT&G 관악지점','정기','F','~10대',2,175.53,1.58,6820,297
'2017-12','2140',' 신림1교 교차로','정기','F','~10대',3,321.24,2.9,12480,81
'2017-12','2009',' 보라매역 8번출구','정기','F','~10대',5,140.73,1.4,6000,33
'2017-12','2015',' 신대방삼거리역 6번출구쪽','정기','F','~10대',2,42.72,0.38,1660,8
'2017-12','2041',' 사당중학교 버스정류소','정기','F','~10대',1,30.06,0.34,1460,6
'2017-12','2056',' 동작구민 체육센터','정기','F','~10대',1,106.82,0.96,4150,67
'2017-12','1619',' 중계동 하나프라자빌딩 앞(중1-1)','정기','F','~10대',1,42.21,0.38,1640,13
'2017-12','1207',' 마천CU우방점 앞','정기','F','~10대',1,63.16,0.74,3190,23
'2017-12','2206',' 언남초등학교 앞','정기','F','~10대',2,70.78,0.63,2750,16
'2017-12','2212','서초현대4차아파트 201동 맞은편','정기','F','~10대',18,628.06,5.65,24400,155
'2017-12','2214',' 신반포역 2번출구 앞','정기','F','~10대',1,71.3,0.64,2770,16
'2017-12','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",'정기','F','~10대',2,39.12,0.35,1520,7
'2017-12','2221','하나은행 방배동지점 앞','정기','F','~10대',1,50.7,0.45,1940,11
'2017-12','2228','뒷벌공원 옆','정기','F','~10대',4,209.26,1.89,8130,67
'2017-12','2241','양재전화국 사거리','정기','F','~10대',1,341.35,3.39,14610,79
'2017-12','402',' 상암월드컵파크 9단지 앞','정기','F','~10대',8,134.95,1.31,5680,33
'2017-12','2259',' 잠원역 3번-4번 출구사이 ','정기','F','~10대',1,60.49,0.55,2350,12
'2017-12','2337',' 대모산입구역 2번출구 앞','정기','F','~10대',8,1889.53,19.3,83220,236
'2017-12','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)','정기','F','~10대',8,333.87,3.23,13910,153
'2017-12','2348',' 포스코사거리(기업은행)','정기','F','~10대',1,36.14,0.39,1690,17
'2017-12','2315',' 봉은사역 5번출구 옆','정기','F','~10대',13,836.37,8.79,37870,262
'2017-12','106',' 합정역 7번출구 앞','정기','F','~10대',2,50.45,0.45,1960,16
'2017-12','405',' DMC빌 앞','정기','F','~10대',1,47.04,0.46,1980,27
'2017-12','2320',' 도곡역 대치지구대 방향','정기','F','~10대',2,84.32,0.78,3380,28
'2017-12','2321',' 학여울역 사거리','정기','F','~10대',9,442.15,4.75,20460,157
'2017-12','2322',' 삼성역 3번 출구','정기','F','~10대',2,150.54,1.63,7040,66
'2017-12','2324',' 천주교 대치 2동 교회 옆','정기','F','~10대',3,33.64,0.32,1380,18
'2017-12','2325',' 대치동 버거킹대치점','정기','F','~10대',3,162.54,1.57,6760,65
'2017-12','406',' 상암월드컵파크 7단지 앞','정기','F','~10대',1,104.76,0.94,4070,27
'2017-12','2327',' 뱅뱅사거리 랜드마크타워 앞','정기','F','~10대',4,89.59,0.94,4040,51
'2017-12','2330',' 스타벅스 앞','정기','F','~10대',2,893.2,8.87,38230,225
'2017-12','2331',' 동영문화센터앞','정기','F','~10대',6,146.81,1.53,6620,111
'2017-12','2333',' 양재역 3번출구 주변','정기','F','~10대',1,68.43,0.74,3200,25
'2017-12','2335',' 3호선 매봉역 3번출구앞','정기','F','~10대',1,108.88,0.98,4230,33
'2017-12','2341',' 일원역 4~5번 출구 사이','정기','F','~10대',10,530.96,5.75,24830,171
'2017-12','2342',' 대청역 1번출구  뒤','정기','F','~10대',1,32.89,0.35,1510,11
'2017-12','1308',' 안암로터리 버스정류장 앞','정기','F','~10대',2,86.08,0.86,3710,21
'2017-12','1128',' 화곡역 6번출구','정기','F','~10대',3,97.34,0.99,4230,34
'2017-12','1103',' 방화역 4번출구앞','정기','F','~10대',7,182.16,1.87,8070,75
'2017-12','408',' LG CNS앞','정기','F','~10대',1,37.6,0.49,2110,14
'2017-12','1231',' 잠실역 6번출구','정기','F','~10대',1,58.43,0.53,2270,19
'2017-12','1428',' 원묵고등학교','정기','F','~10대',4,297.08,3.17,13640,183
'2017-12','1431',' 중랑구청 사거리','정기','F','~10대',2,75.22,0.77,3310,28
'2017-12','1433',' 중화역 2번출구','정기','F','~10대',3,116.86,1.05,4540,35
'2017-12','409',' 누리꿈스퀘어 옆','정기','F','~10대',2,70.03,0.92,3930,25
'2017-12','1512',' 강북중학교 앞','정기','F','~10대',1,19.4,0.23,980,6
'2017-12','419',' 홈플러스 앞','정기','F','~10대',1,155.68,1.69,7280,57
'2017-12','1946',' 구로역 광장','정기','F','~10대',3,99.09,0.99,4290,33
'2017-12','2028',' 남성역 2번출구 뒷편','정기','F','~10대',1,170.2,1.42,6140,120
'2017-12','1210',' 롯데월드타워(잠실역2번출구 쪽)','정기','F','~10대',3,174.34,1.44,6190,54
'2017-12','1218',' 방이역 4번출구','정기','F','~10대',1,28.57,0.26,1110,6
'2017-12','1226',' 잠실4동 주민센터 옆','정기','F','~10대',1,58.11,0.59,2530,13
'2017-12','107',' 신한은행 서교동금융센터점 앞','정기','F','~10대',19,1353.39,14.17,61030,396
'2017-12','411',' DMC홍보관','정기','F','~10대',3,143.55,1.69,7250,51
'2017-12','1243',' 문정 법조단지7','정기','F','~10대',1,21.49,0.19,810,8
'2017-12','1244',' 문정 법조단지8','정기','F','~10대',1,276.34,1.97,8510,69
'2017-12','1247',' 문정 법조단지11','정기','F','~10대',3,254.73,2.07,8900,52
'2017-12','1625',' 상계역(4번출구)','정기','F','~10대',3,327.94,2.96,12740,85
'2017-12','2032',' 이수역 11번출구쪽','정기','F','~10대',2,81.08,0.73,3150,36
'2017-12','2211',' 서초구립반포도서관 앞','정기','F','~10대',6,125.37,1.09,4710,27
'2017-12','1303',' 돈암초교 입구','정기','F','~10대',4,173.1,1.75,7560,53
